gene	phenotype	dd.p	dd.fdr	direction	n_tumor_types	tumors	n_samples	n_mutated	mut_freq	mut.E1	mut.E0	E1	E0	alpha_e	cohort
PTPRD	C1	0.610259648201013	1	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LUAD,LUSC,OV,PRAD,STAD,UCEC	5353	276	0.0516	104	172	1855	3498	0.163743804366236	c038
NFE2L2	C1	0.611052679511981	1	up_in_subtype	9	BLCA,CESC,ESCA,HNSC,KIRP,LIHC,LUAD,LUSC,UCEC	3224	204	0.0633	90	114	982	2242	0.157121611668607	c135
WT1	C1	0.613953963100054	1	up_in_rest	3	LIHC,LUAD,LUSC	1206	29	0.024	7	22	346	860	-0.438362643173556	c225
IRF6	C1	0.613975372852891	1	up_in_rest	3	HNSC,LUAD,LUSC	1351	22	0.0163	7	15	447	904	-0.487037036003821	c219
CDKN2A	C1	0.631829404395617	1	up_in_subtype	8	BLCA,ESCA,HNSC,LIHC,LUAD,LUSC,PAAD,STAD	2741	227	0.0828	76	151	881	1860	0.154872189114222	c159
ATR	C1	0.635040699567919	1	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4860	149	0.0307	57	92	1770	3090	0.16912739084055	c056
TCF12	C1	0.641295693793458	1	up_in_rest	4	BLCA,COADREAD,LUAD,LUSC	1709	21	0.0123	9	12	868	841	-0.422072664064356	c202
CNBD1	C1	0.666480638779153	1	up_in_subtype	8	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,STAD,UCEC	3974	68	0.0171	33	35	1652	2322	0.324060353452897	c093
APOB	C1	0.667112101840626	1	up_in_subtype	17	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC	6492	430	0.0662	153	277	1942	4550	0.124199395240466	c007
HGF	C1	0.668982096480232	1	up_in_rest	8	BLCA,COADREAD,HNSC,LIHC,LUAD,LUSC,OV,STAD	3054	118	0.0386	42	76	1156	1898	-0.19721899914015	c140
CARD11	C1	0.670662004459331	1	up_in_rest	11	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4690	119	0.0254	45	74	1745	2945	-0.402202205994389	c062
PLCG1	C1	0.683516998163092	1	up_in_subtype	8	BLCA,BRCA,ESCA,GBM,HNSC,LUAD,STAD,UCEC	3341	54	0.0162	21	33	1092	2249	0.338468112698493	c131
CHD8	C1	0.693039436225863	1	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LUAD,LUSC,OV,STAD,UCEC	4952	130	0.0263	45	85	1821	3131	-0.164546363790804	c052
NCOR1	C1	0.707701561420542	1	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,KIRP,LUAD,LUSC,OV,STAD,UCEC	5136	185	0.036	62	123	1757	3379	0.0381064800033796	c047
FGFR2	C1	0.711644688748817	1	up_in_rest	7	BLCA,BRCA,COADREAD,LUAD,LUSC,STAD,UCEC	3485	96	0.0275	39	57	1529	1956	-0.243113495150891	c119
GABRA6	C1	0.713802207220693	1	up_in_subtype	8	BLCA,ESCA,GBM,LIHC,LUAD,LUSC,STAD,UCEC	2645	78	0.0295	24	54	907	1738	0.145973278285698	c162
ACVR2A	C1	0.717838238238382	1	up_in_subtype	6	BRCA,COADREAD,LIHC,LUAD,STAD,UCEC	2994	33	0.011	16	17	1127	1867	0.518393323439421	c145
EPHA3	C1	0.717901875449962	1	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,LGG,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5938	195	0.0328	68	127	1874	4064	0.150394826869882	c021
ABL1	C1	0.7350940635896	1	up_in_rest	6	BLCA,COADREAD,LUAD,LUSC,OV,UCEC	2315	37	0.016	14	23	1096	1219	-0.59001871636756	c172
CYSLTR2	C1	0.736393999488229	1	up_in_subtype	3	HNSC,LUAD,LUSC	1351	19	0.0141	7	12	447	904	0.32198110796198	c219
ERBB4	C1	0.755991740843211	1	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,LIHC,LUAD,LUSC,PRAD,STAD,UCEC	5512	219	0.0397	82	137	1853	3659	-0.114718524725874	c035
HIST1H1E	C1	0.779215523826716	1	up_in_rest	4	BLCA,LIHC,STAD,UCEC	1510	20	0.0132	5	15	511	999	-0.464984955693545	c213
KEL	C1	0.801818476260066	1	up_in_subtype	9	BLCA,COADREAD,GBM,HNSC,LGG,LUAD,LUSC,SARC,UCEC	3444	73	0.0212	24	49	1258	2186	0.24117822924103	c124
RAF1	C1	0.810049512746739	1	up_in_rest	3	BRCA,COADREAD,LUAD	1872	15	0.008	7	8	784	1088	-0.307534034722566	c189
SIN3A	C1	0.812754678977042	1	up_in_rest	8	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,UCEC	3901	71	0.0182	34	37	1603	2298	-0.0284689388259127	c100
PMS2	C1	0.832373258432592	1	up_in_rest	6	BLCA,BRCA,HNSC,LUAD,LUSC,UCEC	3173	41	0.0129	14	27	1158	2015	-0.211201651635313	c136
TBX3	C1	0.839264572377662	1	up_in_subtype	6	BLCA,BRCA,COADREAD,LUAD,LUSC,OV	2877	44	0.0153	18	26	1233	1644	0.116046755774306	c149
PTEN	C1	0.860935822570526	1	up_in_subtype	16	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,KIRC,LGG,LUAD,LUSC,OV,PRAD,SARC,STAD,UCEC,UCS	6006	463	0.0771	195	268	1871	4135	0.0613787434676015	c017
HIST1H1C	C1	0.882430414163591	1	up_in_subtype	4	BLCA,HNSC,LIHC,LUSC	1668	27	0.0162	12	15	569	1099	0.285334575135998	c205
IRF2	C1	0.888183064261594	1	up_in_rest	4	BLCA,HNSC,LIHC,STAD	1563	23	0.0147	6	17	431	1132	-0.119093084254906	c211
ACVR1	C1	0.897548075753514	1	up_in_subtype	4	BLCA,HNSC,LUAD,UCEC	1728	37	0.0214	17	20	562	1166	0.271836290078324	c200
PIK3R1	C1	0.913208708398435	1	up_in_subtype	7	BRCA,COADREAD,GBM,HNSC,LGG,LUSC,UCEC	3439	88	0.0256	40	48	1300	2139	0.0376855025690969	c123
RNF111	C1	0.922778995956472	1	up_in_rest	5	BLCA,HNSC,LUSC,OV,UCEC	1930	41	0.0212	16	25	775	1155	-0.342642283352213	c185
FGFR1	C1	0.923997007845086	1	up_in_subtype	6	BLCA,BRCA,LUAD,LUSC,OV,UCEC	2854	27	0.0095	11	16	1060	1794	0.250712243586501	c150
FOXA1	C1	0.939903364695848	1	up_in_subtype	3	BLCA,BRCA,PRAD	1787	43	0.0241	14	29	542	1245	0.100234339676354	c194
MACF1	C1	1	1	up_in_rest	21	BLCA,BRCA,CESC,CHOL,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SARC,STAD,THCA,UCEC	7420	424	0.0571	141	283	2010	5410	-0.0796423653037478	c001
ATM	C1	1	1	up_in_rest	17	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SARC,STAD,UCEC	6294	290	0.0461	105	185	1999	4295	-0.0915029919124769	c010
EP300	C1	1	1	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5948	248	0.0417	86	162	1881	4067	-0.0710931038125605	c019
KIT	C1	1	1	up_in_rest	15	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,LGG,LIHC,LUAD,LUSC,OV,STAD,TGCT,UCEC	5664	124	0.0219	45	79	1869	3795	-0.239091313202734	c027
CHD4	C1	1	1	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC,UCS	5540	214	0.0386	86	128	1829	3711	-0.139516734493784	c032
ARID2	C1	1	1	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	5530	175	0.0316	53	122	1771	3759	-0.270264969846513	c033
MGA	C1	1	1	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5193	190	0.0366	66	124	1841	3352	-0.16094548986492	c046
ARHGAP35	C1	1	1	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LIHC,LUAD,LUSC,OV,STAD,UCEC	5111	159	0.0311	67	92	1774	3337	0.169830380463524	c048
EGFR	C1	1	1	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LGG,LUAD,LUSC,OV,STAD,UCEC	5023	189	0.0376	35	154	1748	3275	0.0827122092558819	c050
ALK	C1	1	1	up_in_rest	12	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4927	130	0.0264	47	83	1838	3089	-0.0781206463636858	c053
ERBB3	C1	1	1	up_in_rest	13	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC,UCS	4888	175	0.0358	62	113	1791	3097	-0.120323230847368	c055
SETBP1	C1	1	1	up_in_rest	12	BLCA,BRCA,COADREAD,ESCA,GBM,HNSC,KIRC,LUAD,LUSC,OV,STAD,UCEC	4771	130	0.0272	40	90	1755	3016	-0.120581238712756	c059
KANSL1	C1	1	1	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,PRAD,STAD,UCEC	4644	92	0.0198	38	54	1755	2889	0.132070777798291	c065
POLE	C1	1	1	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,LUAD,LUSC,STAD,UCEC	4597	127	0.0276	48	79	1727	2870	-0.21614394768104	c066
SF3B1	C1	1	1	up_in_subtype	10	BLCA,BRCA,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	4584	112	0.0244	41	71	1677	2907	0.0352063961950925	c069
ATF7IP	C1	1	1	up_in_rest	10	BLCA,BRCA,CESC,HNSC,LIHC,LUAD,LUSC,PRAD,STAD,UCEC	4529	95	0.021	32	63	1401	3128	-0.00230166944728949	c071
PDS5B	C1	1	1	up_in_rest	10	BLCA,BRCA,HNSC,KIRC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4383	75	0.0171	22	53	1329	3054	-0.19694587337293	c074
LATS1	C1	1	1	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,OV,STAD,UCEC	4413	90	0.0204	36	54	1746	2667	0.061467035091242	c077
MYH9	C1	1	1	up_in_rest	10	BLCA,BRCA,CESC,COADREAD,HNSC,LUAD,LUSC,OV,STAD,UCEC	4413	160	0.0363	57	103	1746	2667	-0.203631118770516	c077
SCAF4	C1	1	1	up_in_subtype	10	ACC,BLCA,BRCA,COADREAD,HNSC,KIRC,LUAD,LUSC,STAD,UCEC	4406	81	0.0184	32	49	1659	2747	0.0431863044091959	c079
ERBB2	C1	1	1	up_in_subtype	10	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LUAD,LUSC,STAD,UCEC	4413	166	0.0376	69	97	1791	2622	0.0926954193598056	c081
NUP133	C1	1	1	up_in_rest	9	BLCA,BRCA,COADREAD,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4318	71	0.0164	25	46	1674	2644	-0.232393917834745	c083
NF2	C1	1	1	up_in_subtype	10	BLCA,BRCA,CESC,HNSC,KIRC,KIRP,LIHC,LUSC,MESO,UCEC	4069	68	0.0167	22	46	1220	2849	0.122545493378915	c090
LZTR1	C1	1	1	up_in_subtype	9	BLCA,BRCA,COADREAD,GBM,HNSC,LUAD,LUSC,OV,UCEC	3905	54	0.0138	22	32	1561	2344	0.034677132110461	c094
BAP1	C1	1	1	up_in_subtype	11	BLCA,BRCA,CESC,CHOL,KIRC,KIRP,LIHC,LUAD,MESO,STAD,UCEC	3925	121	0.0308	31	90	1034	2891	0.0201860283350456	c095
ARID5B	C1	1	1	up_in_rest	8	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	3859	69	0.0179	28	41	1298	2561	-0.0504085265717702	c101
INPPL1	C1	1	1	up_in_subtype	7	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,UCEC	3632	77	0.0212	37	40	1534	2098	0.235725344063484	c108
ZBTB20	C1	1	1	up_in_subtype	7	BRCA,COADREAD,LGG,LUAD,LUSC,STAD,UCEC	3604	59	0.0164	22	37	1361	2243	0.0793499518112148	c110
ACVR1B	C1	1	1	up_in_subtype	7	BRCA,COADREAD,HNSC,LUAD,LUSC,STAD,UCEC	3586	62	0.0173	29	33	1484	2102	0.143417985570896	c111
MET	C1	1	1	up_in_rest	8	BLCA,BRCA,COADREAD,GBM,KIRP,LUAD,LUSC,UCEC	3512	82	0.0233	25	57	1416	2096	-0.0999885086278644	c118
CSDE1	C1	1	1	up_in_subtype	7	BLCA,BRCA,CESC,HNSC,LUAD,LUSC,UCEC	3442	42	0.0122	16	26	1227	2215	0.0698838726965111	c122
ALB	C1	1	1	up_in_rest	7	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,OV	3251	53	0.0163	15	38	1002	2249	-0.0134005886766395	c130
ZMYM2	C1	1	1	up_in_subtype	6	BLCA,BRCA,KIRC,LUAD,LUSC,UCEC	3038	52	0.0171	23	29	1041	1997	0.0923874086925245	c141
SMC3	C1	1	1	up_in_rest	6	BLCA,BRCA,KIRC,LUAD,STAD,UCEC	2933	39	0.0133	9	30	903	2030	-0.560571205711546	c147
NRAS	C1	1	1	up_in_subtype	8	BLCA,COADREAD,LIHC,LUSC,OV,TGCT,THCA,UCEC	2852	103	0.0361	38	65	1081	1771	0.0886177375906021	c153
POLRMT	C1	1	1	up_in_subtype	5	BRCA,CESC,COADREAD,LUAD,UCEC	2577	41	0.0159	21	20	1056	1521	0.0313317557335412	c165
ZFP36L2	C1	1	1	up_in_rest	5	BLCA,BRCA,CESC,LUSC,UCEC	2538	36	0.0142	12	24	1036	1502	-0.109260762557721	c169
SMAD2	C1	1	1	up_in_subtype	4	BRCA,COADREAD,LUAD,STAD	2214	36	0.0163	19	17	902	1312	0.0354978380061646	c178
PTPDC1	C1	1	1	up_in_subtype	4	BLCA,BRCA,LUAD,STAD	2143	18	0.0084	7	11	694	1449	0.155198139960311	c181
MAP2K1	C1	1	1	up_in_rest	5	COADREAD,LUAD,LUSC,STAD,UCEC	2099	24	0.0114	11	13	1021	1078	-0.16216801653522	c183
FGFR3	C1	1	1	up_in_rest	5	BLCA,HNSC,KIRP,LUSC,STAD	1932	91	0.0471	39	52	668	1264	-0.0819849538358099	c188
PAX5	C1	1	1	up_in_subtype	4	COADREAD,HNSC,LUAD,LUSC	1810	26	0.0144	11	15	823	987	0.0270520778449797	c193
FUBP1	C1	1	1	up_in_subtype	4	BLCA,HNSC,LGG,LUAD	1799	37	0.0206	6	31	359	1440	0.508772775989986	c195
BRD7	C1	1	1	up_in_rest	3	BLCA,BRCA,LIHC	1730	25	0.0145	7	18	530	1200	-0.193961128461942	c197
NUP93	C1	1	1	up_in_rest	4	BLCA,HNSC,LUSC,UCEC	1760	30	0.017	12	18	750	1010	-0.0089542264968399	c198
TCF7L2	C1	1	1	up_in_subtype	4	COADREAD,LUAD,STAD,UCEC	1652	44	0.0266	31	13	765	887	0.107785045188369	c206
DAZAP1	C1	1	1	up_in_rest	4	BLCA,CESC,LIHC,LUSC	1448	20	0.0138	6	14	515	933	-0.1678819098261	c216
B2M	C1	1	1	up_in_subtype	3	COADREAD,HNSC,LUAD	1363	16	0.0117	7	9	567	796	0.0473853119581073	c218
ERCC2	C1	1	1	up_in_subtype	3	BLCA,HNSC,LUSC	1324	42	0.0317	22	20	547	777	0.203718005783527	c220
U2AF1	C1	1	1	up_in_subtype	3	BLCA,LUAD,UCEC	1239	27	0.0218	9	18	439	800	0.231061313790439	c223
STK11	C1	1	1	up_in_subtype	3	CESC,HNSC,LUAD	1173	63	0.0537	15	48	260	913	0.0614403648426724	c226
RXRA	C1	1	1	up_in_subtype	3	BLCA,LIHC,UCEC	1168	31	0.0265	12	19	393	775	0.276035267459228	c227
MYC	C1	1	1	up_in_subtype	2	HNSC,UCEC	925	15	0.0162	7	8	326	599	0.382689422936566	c228
FOXA2	C1	1	1	up_in_subtype	2	LUSC,UCEC	883	19	0.0215	9	10	459	424	0.0675201803601474	c231
CCND1	C1	1	1	up_in_subtype	2	BLCA,UCEC	824	27	0.0328	15	12	371	453	0.123464985163525	c234
TP53	C2	1.13199399359073e-16	2.49038678589961e-14	up_in_subtype	23	ACC,BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PRAD,SARC,STAD,UCEC,UCS	7153	2904	0.406	1164	1740	2153	5000	1.73626031898717	c003
KRAS	C2	2.10543127980238e-05	0.00231597440778262	up_in_rest	14	BLCA,BRCA,CESC,COADREAD,KIRP,LIHC,LUAD,LUSC,OV,PAAD,STAD,TGCT,UCEC,UCS	4835	621	0.1284	140	481	1715	3120	-1.00153106951142	c057
JAK2	C2	0.000243331484604775	0.0178443088710168	up_in_subtype	6	BLCA,BRCA,CESC,HNSC,LUAD,LUSC	3006	43	0.0143	20	23	1389	1617	3.09532615930868	c144
COL5A1	C2	0.000620159064330979	0.0320218393197986	up_in_subtype	16	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRP,LIHC,LUAD,LUSC,OV,PAAD,PRAD,STAD,UCEC	5843	181	0.031	90	91	2078	3765	0.825245992794232	c022
CASP8	C2	0.000727769075449969	0.0320218393197986	up_in_subtype	8	BLCA,BRCA,CESC,HNSC,LUAD,LUSC,STAD,UCEC	3784	124	0.0328	90	34	1737	2047	0.920962886238082	c102
HLA-A	C2	0.00197147363069739	0.0722873664589043	up_in_subtype	4	CESC,HNSC,LUSC,STAD	1547	37	0.0239	32	5	894	653	1.98545874096628	c210
PPP2R1A	C2	0.00264287399898688	0.0789497786811793	up_in_subtype	5	CESC,LUAD,LUSC,UCEC,UCS	1595	96	0.0602	58	38	676	919	1.4907663935118	c208
HLA-B	C2	0.00322943665868056	0.0789497786811793	up_in_subtype	7	CESC,COADREAD,ESCA,HNSC,LUSC,STAD,UCEC	2612	53	0.0203	39	14	1210	1402	1.14054138441982	c164
EZH2	C2	0.00356929285886212	0.0789497786811793	up_in_subtype	4	BLCA,LUAD,LUSC,UCEC	1686	22	0.013	14	8	638	1048	2.97450174409112	c204
RB1	C2	0.00358862630368997	0.0789497786811793	up_in_subtype	11	BLCA,BRCA,CESC,GBM,HNSC,LIHC,LUAD,LUSC,OV,SARC,UCEC	4259	189	0.0444	103	86	1743	2516	0.850999486321686	c082
FAT1	C2	0.00485324251287739	0.0970648502575478	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,SARC,STAD,UCEC	6084	373	0.0613	193	180	1991	4093	0.537111562156148	c014
SPTAN1	C2	0.00639084924265717	0.112350693022688	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4860	159	0.0327	90	69	1938	2922	0.692269033568902	c056
PIK3CG	C2	0.00663890458770426	0.112350693022688	up_in_subtype	10	BLCA,COADREAD,GBM,HNSC,LUAD,LUSC,OV,PRAD,STAD,UCEC	3650	135	0.037	69	66	1349	2301	0.765936746503667	c107
CHD3	C2	0.0082266409008585	0.129275785584919	up_in_subtype	9	BLCA,BRCA,CESC,ESCA,HNSC,LUAD,LUSC,STAD,UCEC	3954	96	0.0243	56	40	1824	2130	1.01101883167542	c096
HRAS	C2	0.0104543363463748	0.153330266413497	up_in_subtype	5	BLCA,HNSC,LUSC,PCPG,THCA	1983	89	0.0449	44	45	699	1284	1.25710855695563	c186
WT1	C2	0.0153190102116295	0.210636390409906	up_in_subtype	3	LIHC,LUAD,LUSC	1206	29	0.024	14	15	344	862	2.28760163096612	c225
MSH2	C2	0.0179885765348796	0.231435498314057	up_in_subtype	3	BLCA,BRCA,LUAD	1801	22	0.0122	14	8	669	1132	1.74069671143499	c192
CARD11	C2	0.018935631680241	0.231435498314057	up_in_subtype	11	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,STAD,UCEC	4690	119	0.0254	53	66	1834	2856	0.973020445804383	c062
MLH1	C2	0.0216465573392138	0.239560697353582	up_in_subtype	7	BLCA,CESC,COADREAD,LUAD,LUSC,STAD,UCEC	2756	44	0.016	24	20	1061	1695	1.38603018745561	c158
TSC2	C2	0.021778245213962	0.239560697353582	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5023	91	0.0181	41	50	1942	3081	1.16135287745076	c049
AXIN1	C2	0.0263845114441134	0.254995340398192	up_in_rest	11	BLCA,BRCA,COADREAD,GBM,HNSC,KIRP,LIHC,LUSC,OV,STAD,UCEC	4442	69	0.0155	13	56	1612	2830	-1.00961424215593	c073
CTCF	C2	0.0264449829028593	0.254995340398192	up_in_rest	5	BLCA,BRCA,COADREAD,HNSC,UCEC	2770	101	0.0365	32	69	1122	1648	-0.725204069936494	c156
POLQ	C2	0.0274688622947748	0.254995340398192	up_in_subtype	14	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,OV,STAD,UCEC	5547	200	0.0361	90	110	2044	3503	0.585506877370989	c031
KMT2C	C2	0.0278176734979846	0.254995340398192	up_in_subtype	19	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PRAD,SARC,STAD,THCA,UCEC	7239	538	0.0743	243	295	2106	5133	0.421975310392113	c002
EP300	C2	0.0332927555601673	0.292976248929472	up_in_subtype	15	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,OV,PRAD,STAD,UCEC	5948	248	0.0417	126	122	2062	3886	0.541692596336315	c019
DNMT3A	C2	0.0364314078441066	0.308265758680902	up_in_rest	9	BLCA,BRCA,HNSC,KIRP,LGG,LIHC,LUAD,LUSC,UCEC	4290	82	0.0191	26	56	1415	2875	-1.36375050389199	c084
MAP3K1	C2	0.0435999058137206	0.350430408854739	up_in_rest	7	BLCA,BRCA,COADREAD,GBM,LUAD,LUSC,UCEC	3246	95	0.0293	22	73	1064	2182	-0.599296867787726	c133
PIK3CA	C2	0.0448556205889262	0.350430408854739	up_in_subtype	19	BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SARC,STAD,UCEC,UCS	6666	1222	0.1833	476	746	2129	4537	0.360301736836989	c006
ZNF750	C2	0.047003892050306	0.350430408854739	up_in_subtype	4	BLCA,ESCA,HNSC,LUSC	1494	40	0.0268	26	14	775	719	1.32726922189522	c212
HGF	C2	0.047785964843828	0.350430408854739	up_in_subtype	8	BLCA,COADREAD,HNSC,LIHC,LUAD,LUSC,OV,STAD	3054	118	0.0386	57	61	1199	1855	0.730519806148181	c140
PGR	C2	0.0496909833593089	0.352645688356386	up_in_subtype	9	BLCA,BRCA,COADREAD,GBM,LIHC,LUAD,LUSC,STAD,UCEC	3932	65	0.0165	27	38	1280	2652	1.18527494449953	c097
MECOM	C2	0.0601607080965303	0.413604868163646	up_in_rest	8	BLCA,BRCA,HNSC,LIHC,LUAD,LUSC,OV,UCEC	3687	77	0.0209	23	54	1515	2172	-0.738322167914753	c103
PBRM1	C2	0.0636482455386962	0.418538268527858	up_in_subtype	13	BLCA,BRCA,CESC,CHOL,COADREAD,HNSC,KIRC,KIRP,LIHC,LUAD,LUSC,STAD,UCEC	5242	170	0.0324	49	121	1855	3387	0.554300706615677	c044
TNFAIP3	C2	0.0697257398164987	0.418538268527858	up_in_subtype	4	BLCA,LUAD,LUSC,UCEC	1686	27	0.016	15	12	638	1048	1.20722717171599	c204
BRAF	C2	0.0718770902942385	0.418538268527858	up_in_subtype	10	BLCA,COADREAD,GBM,HNSC,LUAD,LUSC,PRAD,STAD,THCA,UCEC	3961	388	0.098	53	335	1255	2706	0.540750223549379	c099
MACF1	C2	0.0734853757216836	0.418538268527858	up_in_subtype	21	BLCA,BRCA,CESC,CHOL,COADREAD,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SARC,STAD,THCA,UCEC	7420	424	0.0571	176	248	2139	5281	0.386454760509438	c001
FOXA1	C2	0.0736448774334379	0.418538268527858	up_in_rest	3	BLCA,BRCA,PRAD	1787	43	0.0241	6	37	551	1236	-0.756671773783479	c194
LATS2	C2	0.0737167521097494	0.418538268527858	up_in_subtype	6	BLCA,LGG,LUAD,LUSC,MESO,UCEC	2271	40	0.0176	18	22	657	1614	0.969253824495404	c177
ZC3H12A	C2	0.0747800455549079	0.418538268527858	up_in_subtype	3	BLCA,BRCA,STAD	1728	20	0.0116	12	8	707	1021	1.23391000617223	c199
SETBP1	C2	0.0760978670050651	0.418538268527858	up_in_subtype	12	BLCA,BRCA,COADREAD,ESCA,GBM,HNSC,KIRC,LUAD,LUSC,OV,STAD,UCEC	4771	130	0.0272	61	69	1804	2967	0.916562030170144	c059
KLF5	C2	0.0813705262770499	0.424054718159336	up_in_subtype	4	BLCA,CESC,COADREAD,LUSC	1563	40	0.0256	22	18	577	986	1.20578003929389	c209
FGFR3	C2	0.0829894426053373	0.424054718159336	up_in_rest	5	BLCA,HNSC,KIRP,LUSC,STAD	1932	91	0.0471	28	63	866	1066	-0.739465481702296	c188
PTCH1	C2	0.0840862777496366	0.424054718159336	up_in_subtype	9	BLCA,BRCA,COADREAD,HNSC,LUAD,LUSC,OV,STAD,UCEC	4144	84	0.0203	42	42	1702	2442	0.291576569622858	c087
ATR	C2	0.0848109436318673	0.424054718159336	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,GBM,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4860	149	0.0307	64	85	1938	2922	0.0318799331340211	c056
MAP2K1	C2	0.089862233103489	0.429977805274589	up_in_subtype	5	COADREAD,LUAD,LUSC,STAD,UCEC	2099	24	0.0114	11	13	705	1394	1.36680767340166	c183
ARID2	C2	0.0917515171275956	0.429977805274589	up_in_subtype	13	BLCA,BRCA,CESC,COADREAD,HNSC,KIRP,LGG,LIHC,LUAD,LUSC,OV,STAD,UCEC	5530	175	0.0316	78	97	1942	3588	0.463697216645069	c033
FLT3	C2	0.0918588947632077	0.429977805274589	up_in_subtype	7	BLCA,ESCA,GBM,LUAD,LUSC,STAD,UCEC	2301	59	0.0256	28	31	899	1402	1.27759398881691	c174
ZFP36L1	C2	0.094067993594133	0.431144970639776	up_in_rest	3	BLCA,LUAD,LUSC	1250	28	0.0224	8	20	464	786	-1.27542115030132	c222
ALK	C2	0.0994316750828362	0.446427928943346	up_in_subtype	12	BLCA,BRCA,CESC,COADREAD,ESCA,HNSC,LIHC,LUAD,LUSC,OV,STAD,UCEC	4927	130	0.0264	61	69	2025	2902	0.611542206280992	c053
